id,filename,type,difficulty,height,width,optimal_steps,path_file,path_len,dist_file,action_file,split
2974,maze_2974.npy,imperfect,Medium,21,21,40,maze_2974_path.npy,40,maze_2974_dist.npy,maze_2974_actions.npy,train
3957,maze_3957.npy,imperfect,Medium,21,21,60,maze_3957_path.npy,60,maze_3957_dist.npy,maze_3957_actions.npy,train
543,maze_543.npy,perfect,Medium,21,21,104,maze_543_path.npy,104,maze_543_dist.npy,maze_543_actions.npy,train
1765,maze_1765.npy,perfect,Medium,21,21,96,maze_1765_path.npy,96,maze_1765_dist.npy,maze_1765_actions.npy,train
2494,maze_2494.npy,imperfect,Medium,21,21,80,maze_2494_path.npy,80,maze_2494_dist.npy,maze_2494_actions.npy,train
2934,maze_2934.npy,imperfect,Medium,21,21,40,maze_2934_path.npy,40,maze_2934_dist.npy,maze_2934_actions.npy,train
259,maze_259.npy,perfect,Medium,21,21,76,maze_259_path.npy,76,maze_259_dist.npy,maze_259_actions.npy,train
1514,maze_1514.npy,perfect,Medium,21,21,48,maze_1514_path.npy,48,maze_1514_dist.npy,maze_1514_actions.npy,train
1778,maze_1778.npy,perfect,Medium,21,21,104,maze_1778_path.npy,104,maze_1778_dist.npy,maze_1778_actions.npy,train
1862,maze_1862.npy,perfect,Medium,21,21,84,maze_1862_path.npy,84,maze_1862_dist.npy,maze_1862_actions.npy,train
1295,maze_1295.npy,perfect,Medium,21,21,128,maze_1295_path.npy,128,maze_1295_dist.npy,maze_1295_actions.npy,train
927,maze_927.npy,perfect,Medium,21,21,140,maze_927_path.npy,140,maze_927_dist.npy,maze_927_actions.npy,train
612,maze_612.npy,perfect,Medium,21,21,76,maze_612_path.npy,76,maze_612_dist.npy,maze_612_actions.npy,train
2631,maze_2631.npy,imperfect,Medium,21,21,60,maze_2631_path.npy,60,maze_2631_dist.npy,maze_2631_actions.npy,train
1231,maze_1231.npy,perfect,Medium,21,21,48,maze_1231_path.npy,48,maze_1231_dist.npy,maze_1231_actions.npy,train
219,maze_219.npy,perfect,Medium,21,21,112,maze_219_path.npy,112,maze_219_dist.npy,maze_219_actions.npy,train
3129,maze_3129.npy,imperfect,Medium,21,21,52,maze_3129_path.npy,52,maze_3129_dist.npy,maze_3129_actions.npy,train
485,maze_485.npy,perfect,Medium,21,21,124,maze_485_path.npy,124,maze_485_dist.npy,maze_485_actions.npy,train
2316,maze_2316.npy,imperfect,Medium,21,21,48,maze_2316_path.npy,48,maze_2316_dist.npy,maze_2316_actions.npy,train
2164,maze_2164.npy,imperfect,Medium,21,21,80,maze_2164_path.npy,80,maze_2164_dist.npy,maze_2164_actions.npy,train
3521,maze_3521.npy,imperfect,Medium,21,21,94,maze_3521_path.npy,94,maze_3521_dist.npy,maze_3521_actions.npy,train
2992,maze_2992.npy,imperfect,Medium,21,21,50,maze_2992_path.npy,50,maze_2992_dist.npy,maze_2992_actions.npy,train
258,maze_258.npy,perfect,Medium,21,21,60,maze_258_path.npy,60,maze_258_dist.npy,maze_258_actions.npy,train
3842,maze_3842.npy,imperfect,Medium,21,21,36,maze_3842_path.npy,36,maze_3842_dist.npy,maze_3842_actions.npy,train
386,maze_386.npy,perfect,Medium,21,21,52,maze_386_path.npy,52,maze_386_dist.npy,maze_386_actions.npy,train
847,maze_847.npy,perfect,Medium,21,21,56,maze_847_path.npy,56,maze_847_dist.npy,maze_847_actions.npy,train
2573,maze_2573.npy,imperfect,Medium,21,21,74,maze_2573_path.npy,74,maze_2573_dist.npy,maze_2573_actions.npy,train
3233,maze_3233.npy,imperfect,Medium,21,21,68,maze_3233_path.npy,68,maze_3233_dist.npy,maze_3233_actions.npy,train
3612,maze_3612.npy,imperfect,Medium,21,21,38,maze_3612_path.npy,38,maze_3612_dist.npy,maze_3612_actions.npy,train
3101,maze_3101.npy,imperfect,Medium,21,21,70,maze_3101_path.npy,70,maze_3101_dist.npy,maze_3101_actions.npy,train
2861,maze_2861.npy,imperfect,Medium,21,21,72,maze_2861_path.npy,72,maze_2861_dist.npy,maze_2861_actions.npy,train
1623,maze_1623.npy,perfect,Medium,21,21,136,maze_1623_path.npy,136,maze_1623_dist.npy,maze_1623_actions.npy,train
1001,maze_1001.npy,perfect,Medium,21,21,96,maze_1001_path.npy,96,maze_1001_dist.npy,maze_1001_actions.npy,train
209,maze_209.npy,perfect,Medium,21,21,52,maze_209_path.npy,52,maze_209_dist.npy,maze_209_actions.npy,train
3620,maze_3620.npy,imperfect,Medium,21,21,48,maze_3620_path.npy,48,maze_3620_dist.npy,maze_3620_actions.npy,train
2091,maze_2091.npy,imperfect,Medium,21,21,40,maze_2091_path.npy,40,maze_2091_dist.npy,maze_2091_actions.npy,train
1948,maze_1948.npy,perfect,Medium,21,21,124,maze_1948_path.npy,124,maze_1948_dist.npy,maze_1948_actions.npy,train
910,maze_910.npy,perfect,Medium,21,21,80,maze_910_path.npy,80,maze_910_dist.npy,maze_910_actions.npy,train
1718,maze_1718.npy,perfect,Medium,21,21,124,maze_1718_path.npy,124,maze_1718_dist.npy,maze_1718_actions.npy,train
2552,maze_2552.npy,imperfect,Medium,21,21,40,maze_2552_path.npy,40,maze_2552_dist.npy,maze_2552_actions.npy,train
2984,maze_2984.npy,imperfect,Medium,21,21,60,maze_2984_path.npy,60,maze_2984_dist.npy,maze_2984_actions.npy,train
2163,maze_2163.npy,imperfect,Medium,21,21,40,maze_2163_path.npy,40,maze_2163_dist.npy,maze_2163_actions.npy,train
596,maze_596.npy,perfect,Medium,21,21,108,maze_596_path.npy,108,maze_596_dist.npy,maze_596_actions.npy,train
1950,maze_1950.npy,perfect,Medium,21,21,124,maze_1950_path.npy,124,maze_1950_dist.npy,maze_1950_actions.npy,train
3764,maze_3764.npy,imperfect,Medium,21,21,40,maze_3764_path.npy,40,maze_3764_dist.npy,maze_3764_actions.npy,train
296,maze_296.npy,perfect,Medium,21,21,112,maze_296_path.npy,112,maze_296_dist.npy,maze_296_actions.npy,train
3716,maze_3716.npy,imperfect,Medium,21,21,52,maze_3716_path.npy,52,maze_3716_dist.npy,maze_3716_actions.npy,train
507,maze_507.npy,perfect,Medium,21,21,112,maze_507_path.npy,112,maze_507_dist.npy,maze_507_actions.npy,train
2864,maze_2864.npy,imperfect,Medium,21,21,56,maze_2864_path.npy,56,maze_2864_dist.npy,maze_2864_actions.npy,train
7,maze_7.npy,perfect,Medium,21,21,88,maze_7_path.npy,88,maze_7_dist.npy,maze_7_actions.npy,train
2252,maze_2252.npy,imperfect,Medium,21,21,76,maze_2252_path.npy,76,maze_2252_dist.npy,maze_2252_actions.npy,train
3054,maze_3054.npy,imperfect,Medium,21,21,44,maze_3054_path.npy,44,maze_3054_dist.npy,maze_3054_actions.npy,train
2029,maze_2029.npy,imperfect,Medium,21,21,48,maze_2029_path.npy,48,maze_2029_dist.npy,maze_2029_actions.npy,train
2148,maze_2148.npy,imperfect,Medium,21,21,72,maze_2148_path.npy,72,maze_2148_dist.npy,maze_2148_actions.npy,train
2086,maze_2086.npy,imperfect,Medium,21,21,44,maze_2086_path.npy,44,maze_2086_dist.npy,maze_2086_actions.npy,train
3117,maze_3117.npy,imperfect,Medium,21,21,40,maze_3117_path.npy,40,maze_3117_dist.npy,maze_3117_actions.npy,train
2550,maze_2550.npy,imperfect,Medium,21,21,42,maze_2550_path.npy,42,maze_2550_dist.npy,maze_2550_actions.npy,train
3358,maze_3358.npy,imperfect,Medium,21,21,46,maze_3358_path.npy,46,maze_3358_dist.npy,maze_3358_actions.npy,train
177,maze_177.npy,perfect,Medium,21,21,104,maze_177_path.npy,104,maze_177_dist.npy,maze_177_actions.npy,train
3853,maze_3853.npy,imperfect,Medium,21,21,54,maze_3853_path.npy,54,maze_3853_dist.npy,maze_3853_actions.npy,train
2778,maze_2778.npy,imperfect,Medium,21,21,46,maze_2778_path.npy,46,maze_2778_dist.npy,maze_2778_actions.npy,train
790,maze_790.npy,perfect,Medium,21,21,136,maze_790_path.npy,136,maze_790_dist.npy,maze_790_actions.npy,train
1334,maze_1334.npy,perfect,Medium,21,21,64,maze_1334_path.npy,64,maze_1334_dist.npy,maze_1334_actions.npy,train
678,maze_678.npy,perfect,Medium,21,21,64,maze_678_path.npy,64,maze_678_dist.npy,maze_678_actions.npy,train
3453,maze_3453.npy,imperfect,Medium,21,21,58,maze_3453_path.npy,58,maze_3453_dist.npy,maze_3453_actions.npy,train
3012,maze_3012.npy,imperfect,Medium,21,21,56,maze_3012_path.npy,56,maze_3012_dist.npy,maze_3012_actions.npy,train
1436,maze_1436.npy,perfect,Medium,21,21,68,maze_1436_path.npy,68,maze_1436_dist.npy,maze_1436_actions.npy,train
96,maze_96.npy,perfect,Medium,21,21,132,maze_96_path.npy,132,maze_96_dist.npy,maze_96_actions.npy,train
43,maze_43.npy,perfect,Medium,21,21,96,maze_43_path.npy,96,maze_43_dist.npy,maze_43_actions.npy,train
1814,maze_1814.npy,perfect,Medium,21,21,44,maze_1814_path.npy,44,maze_1814_dist.npy,maze_1814_actions.npy,train
1490,maze_1490.npy,perfect,Medium,21,21,164,maze_1490_path.npy,164,maze_1490_dist.npy,maze_1490_actions.npy,train
1228,maze_1228.npy,perfect,Medium,21,21,96,maze_1228_path.npy,96,maze_1228_dist.npy,maze_1228_actions.npy,train
759,maze_759.npy,perfect,Medium,21,21,124,maze_759_path.npy,124,maze_759_dist.npy,maze_759_actions.npy,train
3626,maze_3626.npy,imperfect,Medium,21,21,36,maze_3626_path.npy,36,maze_3626_dist.npy,maze_3626_actions.npy,train
2018,maze_2018.npy,imperfect,Medium,21,21,42,maze_2018_path.npy,42,maze_2018_dist.npy,maze_2018_actions.npy,train
2749,maze_2749.npy,imperfect,Medium,21,21,48,maze_2749_path.npy,48,maze_2749_dist.npy,maze_2749_actions.npy,train
3066,maze_3066.npy,imperfect,Medium,21,21,40,maze_3066_path.npy,40,maze_3066_dist.npy,maze_3066_actions.npy,train
25,maze_25.npy,perfect,Medium,21,21,96,maze_25_path.npy,96,maze_25_dist.npy,maze_25_actions.npy,train
2302,maze_2302.npy,imperfect,Medium,21,21,86,maze_2302_path.npy,86,maze_2302_dist.npy,maze_2302_actions.npy,train
1610,maze_1610.npy,perfect,Medium,21,21,56,maze_1610_path.npy,56,maze_1610_dist.npy,maze_1610_actions.npy,train
679,maze_679.npy,perfect,Medium,21,21,44,maze_679_path.npy,44,maze_679_dist.npy,maze_679_actions.npy,train
1842,maze_1842.npy,perfect,Medium,21,21,100,maze_1842_path.npy,100,maze_1842_dist.npy,maze_1842_actions.npy,train
2644,maze_2644.npy,imperfect,Medium,21,21,52,maze_2644_path.npy,52,maze_2644_dist.npy,maze_2644_actions.npy,train
1222,maze_1222.npy,perfect,Medium,21,21,84,maze_1222_path.npy,84,maze_1222_dist.npy,maze_1222_actions.npy,train
781,maze_781.npy,perfect,Medium,21,21,100,maze_781_path.npy,100,maze_781_dist.npy,maze_781_actions.npy,train
3667,maze_3667.npy,imperfect,Medium,21,21,58,maze_3667_path.npy,58,maze_3667_dist.npy,maze_3667_actions.npy,train
3813,maze_3813.npy,imperfect,Medium,21,21,44,maze_3813_path.npy,44,maze_3813_dist.npy,maze_3813_actions.npy,train
2338,maze_2338.npy,imperfect,Medium,21,21,50,maze_2338_path.npy,50,maze_2338_dist.npy,maze_2338_actions.npy,train
1356,maze_1356.npy,perfect,Medium,21,21,100,maze_1356_path.npy,100,maze_1356_dist.npy,maze_1356_actions.npy,train
1615,maze_1615.npy,perfect,Medium,21,21,132,maze_1615_path.npy,132,maze_1615_dist.npy,maze_1615_actions.npy,train
3127,maze_3127.npy,imperfect,Medium,21,21,62,maze_3127_path.npy,62,maze_3127_dist.npy,maze_3127_actions.npy,train
2382,maze_2382.npy,imperfect,Medium,21,21,92,maze_2382_path.npy,92,maze_2382_dist.npy,maze_2382_actions.npy,train
2147,maze_2147.npy,imperfect,Medium,21,21,38,maze_2147_path.npy,38,maze_2147_dist.npy,maze_2147_actions.npy,train
883,maze_883.npy,perfect,Medium,21,21,124,maze_883_path.npy,124,maze_883_dist.npy,maze_883_actions.npy,train
382,maze_382.npy,perfect,Medium,21,21,40,maze_382_path.npy,40,maze_382_dist.npy,maze_382_actions.npy,train
2835,maze_2835.npy,imperfect,Medium,21,21,44,maze_2835_path.npy,44,maze_2835_dist.npy,maze_2835_actions.npy,train
1337,maze_1337.npy,perfect,Medium,21,21,156,maze_1337_path.npy,156,maze_1337_dist.npy,maze_1337_actions.npy,train
2752,maze_2752.npy,imperfect,Medium,21,21,48,maze_2752_path.npy,48,maze_2752_dist.npy,maze_2752_actions.npy,train
31,maze_31.npy,perfect,Medium,21,21,68,maze_31_path.npy,68,maze_31_dist.npy,maze_31_actions.npy,train
2181,maze_2181.npy,imperfect,Medium,21,21,56,maze_2181_path.npy,56,maze_2181_dist.npy,maze_2181_actions.npy,train
2034,maze_2034.npy,imperfect,Medium,21,21,52,maze_2034_path.npy,52,maze_2034_dist.npy,maze_2034_actions.npy,train
3607,maze_3607.npy,imperfect,Medium,21,21,40,maze_3607_path.npy,40,maze_3607_dist.npy,maze_3607_actions.npy,train
610,maze_610.npy,perfect,Medium,21,21,104,maze_610_path.npy,104,maze_610_dist.npy,maze_610_actions.npy,train
570,maze_570.npy,perfect,Medium,21,21,132,maze_570_path.npy,132,maze_570_dist.npy,maze_570_actions.npy,train
343,maze_343.npy,perfect,Medium,21,21,52,maze_343_path.npy,52,maze_343_dist.npy,maze_343_actions.npy,train
1885,maze_1885.npy,perfect,Medium,21,21,88,maze_1885_path.npy,88,maze_1885_dist.npy,maze_1885_actions.npy,train
1650,maze_1650.npy,perfect,Medium,21,21,60,maze_1650_path.npy,60,maze_1650_dist.npy,maze_1650_actions.npy,train
3038,maze_3038.npy,imperfect,Medium,21,21,52,maze_3038_path.npy,52,maze_3038_dist.npy,maze_3038_actions.npy,train
2496,maze_2496.npy,imperfect,Medium,21,21,48,maze_2496_path.npy,48,maze_2496_dist.npy,maze_2496_actions.npy,train
1047,maze_1047.npy,perfect,Medium,21,21,52,maze_1047_path.npy,52,maze_1047_dist.npy,maze_1047_actions.npy,train
3628,maze_3628.npy,imperfect,Medium,21,21,96,maze_3628_path.npy,96,maze_3628_dist.npy,maze_3628_actions.npy,train
1071,maze_1071.npy,perfect,Medium,21,21,108,maze_1071_path.npy,108,maze_1071_dist.npy,maze_1071_actions.npy,train
1811,maze_1811.npy,perfect,Medium,21,21,92,maze_1811_path.npy,92,maze_1811_dist.npy,maze_1811_actions.npy,train
3486,maze_3486.npy,imperfect,Medium,21,21,44,maze_3486_path.npy,44,maze_3486_dist.npy,maze_3486_actions.npy,train
2535,maze_2535.npy,imperfect,Medium,21,21,60,maze_2535_path.npy,60,maze_2535_dist.npy,maze_2535_actions.npy,train
965,maze_965.npy,perfect,Medium,21,21,108,maze_965_path.npy,108,maze_965_dist.npy,maze_965_actions.npy,train
528,maze_528.npy,perfect,Medium,21,21,128,maze_528_path.npy,128,maze_528_dist.npy,maze_528_actions.npy,train
176,maze_176.npy,perfect,Medium,21,21,112,maze_176_path.npy,112,maze_176_dist.npy,maze_176_actions.npy,train
422,maze_422.npy,perfect,Medium,21,21,116,maze_422_path.npy,116,maze_422_dist.npy,maze_422_actions.npy,train
3368,maze_3368.npy,imperfect,Medium,21,21,68,maze_3368_path.npy,68,maze_3368_dist.npy,maze_3368_actions.npy,train
3241,maze_3241.npy,imperfect,Medium,21,21,78,maze_3241_path.npy,78,maze_3241_dist.npy,maze_3241_actions.npy,train
2019,maze_2019.npy,imperfect,Medium,21,21,44,maze_2019_path.npy,44,maze_2019_dist.npy,maze_2019_actions.npy,train
572,maze_572.npy,perfect,Medium,21,21,64,maze_572_path.npy,64,maze_572_dist.npy,maze_572_actions.npy,train
3537,maze_3537.npy,imperfect,Medium,21,21,86,maze_3537_path.npy,86,maze_3537_dist.npy,maze_3537_actions.npy,train
288,maze_288.npy,perfect,Medium,21,21,68,maze_288_path.npy,68,maze_288_dist.npy,maze_288_actions.npy,train
2658,maze_2658.npy,imperfect,Medium,21,21,50,maze_2658_path.npy,50,maze_2658_dist.npy,maze_2658_actions.npy,train
2921,maze_2921.npy,imperfect,Medium,21,21,36,maze_2921_path.npy,36,maze_2921_dist.npy,maze_2921_actions.npy,train
2632,maze_2632.npy,imperfect,Medium,21,21,44,maze_2632_path.npy,44,maze_2632_dist.npy,maze_2632_actions.npy,train
1590,maze_1590.npy,perfect,Medium,21,21,104,maze_1590_path.npy,104,maze_1590_dist.npy,maze_1590_actions.npy,train
3942,maze_3942.npy,imperfect,Medium,21,21,60,maze_3942_path.npy,60,maze_3942_dist.npy,maze_3942_actions.npy,train
2099,maze_2099.npy,imperfect,Medium,21,21,70,maze_2099_path.npy,70,maze_2099_dist.npy,maze_2099_actions.npy,train
1391,maze_1391.npy,perfect,Medium,21,21,88,maze_1391_path.npy,88,maze_1391_dist.npy,maze_1391_actions.npy,train
2854,maze_2854.npy,imperfect,Medium,21,21,92,maze_2854_path.npy,92,maze_2854_dist.npy,maze_2854_actions.npy,train
1739,maze_1739.npy,perfect,Medium,21,21,60,maze_1739_path.npy,60,maze_1739_dist.npy,maze_1739_actions.npy,train
1729,maze_1729.npy,perfect,Medium,21,21,132,maze_1729_path.npy,132,maze_1729_dist.npy,maze_1729_actions.npy,train
1918,maze_1918.npy,perfect,Medium,21,21,92,maze_1918_path.npy,92,maze_1918_dist.npy,maze_1918_actions.npy,train
3100,maze_3100.npy,imperfect,Medium,21,21,90,maze_3100_path.npy,90,maze_3100_dist.npy,maze_3100_actions.npy,train
370,maze_370.npy,perfect,Medium,21,21,100,maze_370_path.npy,100,maze_370_dist.npy,maze_370_actions.npy,train
3292,maze_3292.npy,imperfect,Medium,21,21,94,maze_3292_path.npy,94,maze_3292_dist.npy,maze_3292_actions.npy,train
3712,maze_3712.npy,imperfect,Medium,21,21,36,maze_3712_path.npy,36,maze_3712_dist.npy,maze_3712_actions.npy,train
2634,maze_2634.npy,imperfect,Medium,21,21,52,maze_2634_path.npy,52,maze_2634_dist.npy,maze_2634_actions.npy,train
3411,maze_3411.npy,imperfect,Medium,21,21,44,maze_3411_path.npy,44,maze_3411_dist.npy,maze_3411_actions.npy,train
2069,maze_2069.npy,imperfect,Medium,21,21,52,maze_2069_path.npy,52,maze_2069_dist.npy,maze_2069_actions.npy,train
141,maze_141.npy,perfect,Medium,21,21,104,maze_141_path.npy,104,maze_141_dist.npy,maze_141_actions.npy,train
3355,maze_3355.npy,imperfect,Medium,21,21,48,maze_3355_path.npy,48,maze_3355_dist.npy,maze_3355_actions.npy,train
491,maze_491.npy,perfect,Medium,21,21,120,maze_491_path.npy,120,maze_491_dist.npy,maze_491_actions.npy,train
198,maze_198.npy,perfect,Medium,21,21,48,maze_198_path.npy,48,maze_198_dist.npy,maze_198_actions.npy,train
1788,maze_1788.npy,perfect,Medium,21,21,68,maze_1788_path.npy,68,maze_1788_dist.npy,maze_1788_actions.npy,train
2526,maze_2526.npy,imperfect,Medium,21,21,52,maze_2526_path.npy,52,maze_2526_dist.npy,maze_2526_actions.npy,train
3924,maze_3924.npy,imperfect,Medium,21,21,38,maze_3924_path.npy,38,maze_3924_dist.npy,maze_3924_actions.npy,train
1456,maze_1456.npy,perfect,Medium,21,21,108,maze_1456_path.npy,108,maze_1456_dist.npy,maze_1456_actions.npy,train
195,maze_195.npy,perfect,Medium,21,21,56,maze_195_path.npy,56,maze_195_dist.npy,maze_195_actions.npy,train
874,maze_874.npy,perfect,Medium,21,21,136,maze_874_path.npy,136,maze_874_dist.npy,maze_874_actions.npy,train
2439,maze_2439.npy,imperfect,Medium,21,21,48,maze_2439_path.npy,48,maze_2439_dist.npy,maze_2439_actions.npy,train
3823,maze_3823.npy,imperfect,Medium,21,21,44,maze_3823_path.npy,44,maze_3823_dist.npy,maze_3823_actions.npy,train
840,maze_840.npy,perfect,Medium,21,21,64,maze_840_path.npy,64,maze_840_dist.npy,maze_840_actions.npy,train
581,maze_581.npy,perfect,Medium,21,21,128,maze_581_path.npy,128,maze_581_dist.npy,maze_581_actions.npy,train
3948,maze_3948.npy,imperfect,Medium,21,21,48,maze_3948_path.npy,48,maze_3948_dist.npy,maze_3948_actions.npy,train
905,maze_905.npy,perfect,Medium,21,21,60,maze_905_path.npy,60,maze_905_dist.npy,maze_905_actions.npy,train
631,maze_631.npy,perfect,Medium,21,21,112,maze_631_path.npy,112,maze_631_dist.npy,maze_631_actions.npy,train
2576,maze_2576.npy,imperfect,Medium,21,21,88,maze_2576_path.npy,88,maze_2576_dist.npy,maze_2576_actions.npy,train
162,maze_162.npy,perfect,Medium,21,21,112,maze_162_path.npy,112,maze_162_dist.npy,maze_162_actions.npy,train
2073,maze_2073.npy,imperfect,Medium,21,21,60,maze_2073_path.npy,60,maze_2073_dist.npy,maze_2073_actions.npy,train
2080,maze_2080.npy,imperfect,Medium,21,21,44,maze_2080_path.npy,44,maze_2080_dist.npy,maze_2080_actions.npy,train
1760,maze_1760.npy,perfect,Medium,21,21,104,maze_1760_path.npy,104,maze_1760_dist.npy,maze_1760_actions.npy,train
2661,maze_2661.npy,imperfect,Medium,21,21,44,maze_2661_path.npy,44,maze_2661_dist.npy,maze_2661_actions.npy,train
925,maze_925.npy,perfect,Medium,21,21,68,maze_925_path.npy,68,maze_925_dist.npy,maze_925_actions.npy,train
1832,maze_1832.npy,perfect,Medium,21,21,116,maze_1832_path.npy,116,maze_1832_dist.npy,maze_1832_actions.npy,train
547,maze_547.npy,perfect,Medium,21,21,96,maze_547_path.npy,96,maze_547_dist.npy,maze_547_actions.npy,train
2293,maze_2293.npy,imperfect,Medium,21,21,56,maze_2293_path.npy,56,maze_2293_dist.npy,maze_2293_actions.npy,train
1188,maze_1188.npy,perfect,Medium,21,21,128,maze_1188_path.npy,128,maze_1188_dist.npy,maze_1188_actions.npy,train
1999,maze_1999.npy,perfect,Medium,21,21,120,maze_1999_path.npy,120,maze_1999_dist.npy,maze_1999_actions.npy,train
2097,maze_2097.npy,imperfect,Medium,21,21,44,maze_2097_path.npy,44,maze_2097_dist.npy,maze_2097_actions.npy,train
611,maze_611.npy,perfect,Medium,21,21,132,maze_611_path.npy,132,maze_611_dist.npy,maze_611_actions.npy,train
2194,maze_2194.npy,imperfect,Medium,21,21,36,maze_2194_path.npy,36,maze_2194_dist.npy,maze_2194_actions.npy,train
3661,maze_3661.npy,imperfect,Medium,21,21,54,maze_3661_path.npy,54,maze_3661_dist.npy,maze_3661_actions.npy,train
1507,maze_1507.npy,perfect,Medium,21,21,108,maze_1507_path.npy,108,maze_1507_dist.npy,maze_1507_actions.npy,train
1869,maze_1869.npy,perfect,Medium,21,21,120,maze_1869_path.npy,120,maze_1869_dist.npy,maze_1869_actions.npy,train
742,maze_742.npy,perfect,Medium,21,21,80,maze_742_path.npy,80,maze_742_dist.npy,maze_742_actions.npy,train
637,maze_637.npy,perfect,Medium,21,21,144,maze_637_path.npy,144,maze_637_dist.npy,maze_637_actions.npy,train
3535,maze_3535.npy,imperfect,Medium,21,21,98,maze_3535_path.npy,98,maze_3535_dist.npy,maze_3535_actions.npy,train
2015,maze_2015.npy,imperfect,Medium,21,21,52,maze_2015_path.npy,52,maze_2015_dist.npy,maze_2015_actions.npy,train
3761,maze_3761.npy,imperfect,Medium,21,21,68,maze_3761_path.npy,68,maze_3761_dist.npy,maze_3761_actions.npy,train
1097,maze_1097.npy,perfect,Medium,21,21,80,maze_1097_path.npy,80,maze_1097_dist.npy,maze_1097_actions.npy,train
1483,maze_1483.npy,perfect,Medium,21,21,104,maze_1483_path.npy,104,maze_1483_dist.npy,maze_1483_actions.npy,train
48,maze_48.npy,perfect,Medium,21,21,144,maze_48_path.npy,144,maze_48_dist.npy,maze_48_actions.npy,train
1351,maze_1351.npy,perfect,Medium,21,21,64,maze_1351_path.npy,64,maze_1351_dist.npy,maze_1351_actions.npy,train
921,maze_921.npy,perfect,Medium,21,21,56,maze_921_path.npy,56,maze_921_dist.npy,maze_921_actions.npy,train
3562,maze_3562.npy,imperfect,Medium,21,21,52,maze_3562_path.npy,52,maze_3562_dist.npy,maze_3562_actions.npy,train
756,maze_756.npy,perfect,Medium,21,21,132,maze_756_path.npy,132,maze_756_dist.npy,maze_756_actions.npy,train
2124,maze_2124.npy,imperfect,Medium,21,21,46,maze_2124_path.npy,46,maze_2124_dist.npy,maze_2124_actions.npy,train
2366,maze_2366.npy,imperfect,Medium,21,21,48,maze_2366_path.npy,48,maze_2366_dist.npy,maze_2366_actions.npy,train
1467,maze_1467.npy,perfect,Medium,21,21,40,maze_1467_path.npy,40,maze_1467_dist.npy,maze_1467_actions.npy,train
3642,maze_3642.npy,imperfect,Medium,21,21,48,maze_3642_path.npy,48,maze_3642_dist.npy,maze_3642_actions.npy,train
1694,maze_1694.npy,perfect,Medium,21,21,52,maze_1694_path.npy,52,maze_1694_dist.npy,maze_1694_actions.npy,train
1322,maze_1322.npy,perfect,Medium,21,21,52,maze_1322_path.npy,52,maze_1322_dist.npy,maze_1322_actions.npy,train
1176,maze_1176.npy,perfect,Medium,21,21,56,maze_1176_path.npy,56,maze_1176_dist.npy,maze_1176_actions.npy,train
1947,maze_1947.npy,perfect,Medium,21,21,68,maze_1947_path.npy,68,maze_1947_dist.npy,maze_1947_actions.npy,train
1213,maze_1213.npy,perfect,Medium,21,21,104,maze_1213_path.npy,104,maze_1213_dist.npy,maze_1213_actions.npy,train
3933,maze_3933.npy,imperfect,Medium,21,21,78,maze_3933_path.npy,78,maze_3933_dist.npy,maze_3933_actions.npy,train
2533,maze_2533.npy,imperfect,Medium,21,21,50,maze_2533_path.npy,50,maze_2533_dist.npy,maze_2533_actions.npy,train
2287,maze_2287.npy,imperfect,Medium,21,21,38,maze_2287_path.npy,38,maze_2287_dist.npy,maze_2287_actions.npy,train
2781,maze_2781.npy,imperfect,Medium,21,21,56,maze_2781_path.npy,56,maze_2781_dist.npy,maze_2781_actions.npy,train
2677,maze_2677.npy,imperfect,Medium,21,21,40,maze_2677_path.npy,40,maze_2677_dist.npy,maze_2677_actions.npy,train
1070,maze_1070.npy,perfect,Medium,21,21,52,maze_1070_path.npy,52,maze_1070_dist.npy,maze_1070_actions.npy,train
3729,maze_3729.npy,imperfect,Medium,21,21,60,maze_3729_path.npy,60,maze_3729_dist.npy,maze_3729_actions.npy,train
2830,maze_2830.npy,imperfect,Medium,21,21,42,maze_2830_path.npy,42,maze_2830_dist.npy,maze_2830_actions.npy,train
2441,maze_2441.npy,imperfect,Medium,21,21,44,maze_2441_path.npy,44,maze_2441_dist.npy,maze_2441_actions.npy,train
3603,maze_3603.npy,imperfect,Medium,21,21,88,maze_3603_path.npy,88,maze_3603_dist.npy,maze_3603_actions.npy,train
1714,maze_1714.npy,perfect,Medium,21,21,80,maze_1714_path.npy,80,maze_1714_dist.npy,maze_1714_actions.npy,train
3021,maze_3021.npy,imperfect,Medium,21,21,70,maze_3021_path.npy,70,maze_3021_dist.npy,maze_3021_actions.npy,train
2196,maze_2196.npy,imperfect,Medium,21,21,40,maze_2196_path.npy,40,maze_2196_dist.npy,maze_2196_actions.npy,train
1149,maze_1149.npy,perfect,Medium,21,21,108,maze_1149_path.npy,108,maze_1149_dist.npy,maze_1149_actions.npy,train
3086,maze_3086.npy,imperfect,Medium,21,21,52,maze_3086_path.npy,52,maze_3086_dist.npy,maze_3086_actions.npy,train
2228,maze_2228.npy,imperfect,Medium,21,21,40,maze_2228_path.npy,40,maze_2228_dist.npy,maze_2228_actions.npy,train
2963,maze_2963.npy,imperfect,Medium,21,21,44,maze_2963_path.npy,44,maze_2963_dist.npy,maze_2963_actions.npy,train
2609,maze_2609.npy,imperfect,Medium,21,21,52,maze_2609_path.npy,52,maze_2609_dist.npy,maze_2609_actions.npy,train
