id,filename,type,difficulty,height,width,optimal_steps,path_file,split
2320,maze_2320.npy,imperfect,Easy,11,11,26,maze_2320_path.npy,train
781,maze_781.npy,perfect,Medium,21,21,84,maze_781_path.npy,train
3821,maze_3821.npy,imperfect,Hard,31,31,66,maze_3821_path.npy,train
3623,maze_3623.npy,imperfect,Hard,31,31,158,maze_3623_path.npy,train
2071,maze_2071.npy,imperfect,Easy,11,11,20,maze_2071_path.npy,train
1444,maze_1444.npy,perfect,Hard,31,31,272,maze_1444_path.npy,train
1812,maze_1812.npy,perfect,Hard,31,31,268,maze_1812_path.npy,train
1432,maze_1432.npy,perfect,Hard,31,31,256,maze_1432_path.npy,train
2380,maze_2380.npy,imperfect,Easy,11,11,40,maze_2380_path.npy,train
654,maze_654.npy,perfect,Easy,11,11,24,maze_654_path.npy,train
3030,maze_3030.npy,imperfect,Medium,21,21,88,maze_3030_path.npy,train
883,maze_883.npy,perfect,Medium,21,21,152,maze_883_path.npy,train
382,maze_382.npy,perfect,Easy,11,11,32,maze_382_path.npy,train
2833,maze_2833.npy,imperfect,Medium,21,21,38,maze_2833_path.npy,train
2140,maze_2140.npy,imperfect,Easy,11,11,16,maze_2140_path.npy,train
2436,maze_2436.npy,imperfect,Easy,11,11,16,maze_2436_path.npy,train
31,maze_31.npy,perfect,Easy,11,11,16,maze_31_path.npy,train
2179,maze_2179.npy,imperfect,Easy,11,11,24,maze_2179_path.npy,train
3715,maze_3715.npy,imperfect,Hard,31,31,82,maze_3715_path.npy,train
2867,maze_2867.npy,imperfect,Medium,21,21,74,maze_2867_path.npy,train
610,maze_610.npy,perfect,Easy,11,11,16,maze_610_path.npy,train
570,maze_570.npy,perfect,Easy,11,11,28,maze_570_path.npy,train
343,maze_343.npy,perfect,Easy,11,11,28,maze_343_path.npy,train
3203,maze_3203.npy,imperfect,Medium,21,21,44,maze_3203_path.npy,train
3860,maze_3860.npy,imperfect,Hard,31,31,74,maze_3860_path.npy,train
3036,maze_3036.npy,imperfect,Medium,21,21,36,maze_3036_path.npy,train
2494,maze_2494.npy,imperfect,Easy,11,11,24,maze_2494_path.npy,train
1044,maze_1044.npy,perfect,Medium,21,21,136,maze_1044_path.npy,train
3944,maze_3944.npy,imperfect,Hard,31,31,150,maze_3944_path.npy,train
1068,maze_1068.npy,perfect,Medium,21,21,88,maze_1068_path.npy,train
1807,maze_1807.npy,perfect,Hard,31,31,160,maze_1807_path.npy,train
2578,maze_2578.npy,imperfect,Easy,11,11,30,maze_2578_path.npy,train
1138,maze_1138.npy,perfect,Medium,21,21,64,maze_1138_path.npy,train
965,maze_965.npy,perfect,Medium,21,21,108,maze_965_path.npy,train
528,maze_528.npy,perfect,Easy,11,11,24,maze_528_path.npy,train
176,maze_176.npy,perfect,Easy,11,11,28,maze_176_path.npy,train
422,maze_422.npy,perfect,Easy,11,11,28,maze_422_path.npy,train
1338,maze_1338.npy,perfect,Hard,31,31,184,maze_1338_path.npy,train
3239,maze_3239.npy,imperfect,Medium,21,21,52,maze_3239_path.npy,train
2015,maze_2015.npy,imperfect,Easy,11,11,20,maze_2015_path.npy,train
572,maze_572.npy,perfect,Easy,11,11,20,maze_572_path.npy,train
2298,maze_2298.npy,imperfect,Easy,11,11,16,maze_2298_path.npy,train
288,maze_288.npy,perfect,Easy,11,11,44,maze_288_path.npy,train
2873,maze_2873.npy,imperfect,Medium,21,21,44,maze_2873_path.npy,train
1211,maze_1211.npy,perfect,Medium,21,21,68,maze_1211_path.npy,train
2630,maze_2630.npy,imperfect,Easy,11,11,22,maze_2630_path.npy,train
1586,maze_1586.npy,perfect,Hard,31,31,172,maze_1586_path.npy,train
2480,maze_2480.npy,imperfect,Easy,11,11,22,maze_2480_path.npy,train
2098,maze_2098.npy,imperfect,Easy,11,11,18,maze_2098_path.npy,train
2257,maze_2257.npy,imperfect,Easy,11,11,30,maze_2257_path.npy,train
2629,maze_2629.npy,imperfect,Easy,11,11,20,maze_2629_path.npy,train
1370,maze_1370.npy,perfect,Hard,31,31,240,maze_1370_path.npy,train
1725,maze_1725.npy,perfect,Hard,31,31,176,maze_1725_path.npy,train
3945,maze_3945.npy,imperfect,Hard,31,31,104,maze_3945_path.npy,train
3098,maze_3098.npy,imperfect,Medium,21,21,48,maze_3098_path.npy,train
370,maze_370.npy,perfect,Easy,11,11,20,maze_370_path.npy,train
2750,maze_2750.npy,imperfect,Medium,21,21,44,maze_2750_path.npy,train
1703,maze_1703.npy,perfect,Hard,31,31,132,maze_1703_path.npy,train
2528,maze_2528.npy,imperfect,Easy,11,11,36,maze_2528_path.npy,train
1926,maze_1926.npy,perfect,Hard,31,31,104,maze_1926_path.npy,train
1973,maze_1973.npy,perfect,Hard,31,31,172,maze_1973_path.npy,train
141,maze_141.npy,perfect,Easy,11,11,20,maze_141_path.npy,train
3353,maze_3353.npy,imperfect,Hard,31,31,108,maze_3353_path.npy,train
491,maze_491.npy,perfect,Easy,11,11,16,maze_491_path.npy,train
198,maze_198.npy,perfect,Easy,11,11,24,maze_198_path.npy,train
1784,maze_1784.npy,perfect,Hard,31,31,236,maze_1784_path.npy,train
1647,maze_1647.npy,perfect,Hard,31,31,84,maze_1647_path.npy,train
2943,maze_2943.npy,imperfect,Medium,21,21,68,maze_2943_path.npy,train
1517,maze_1517.npy,perfect,Hard,31,31,220,maze_1517_path.npy,train
195,maze_195.npy,perfect,Easy,11,11,36,maze_195_path.npy,train
874,maze_874.npy,perfect,Medium,21,21,92,maze_874_path.npy,train
2437,maze_2437.npy,imperfect,Easy,11,11,20,maze_2437_path.npy,train
3287,maze_3287.npy,imperfect,Medium,21,21,54,maze_3287_path.npy,train
840,maze_840.npy,perfect,Medium,21,21,100,maze_840_path.npy,train
581,maze_581.npy,perfect,Easy,11,11,20,maze_581_path.npy,train
3916,maze_3916.npy,imperfect,Hard,31,31,76,maze_3916_path.npy,train
905,maze_905.npy,perfect,Medium,21,21,64,maze_905_path.npy,train
631,maze_631.npy,perfect,Easy,11,11,16,maze_631_path.npy,train
2757,maze_2757.npy,imperfect,Medium,21,21,58,maze_2757_path.npy,train
162,maze_162.npy,perfect,Easy,11,11,24,maze_162_path.npy,train
2905,maze_2905.npy,imperfect,Medium,21,21,52,maze_2905_path.npy,train
1278,maze_1278.npy,perfect,Medium,21,21,100,maze_1278_path.npy,train
1583,maze_1583.npy,perfect,Hard,31,31,116,maze_1583_path.npy,train
2659,maze_2659.npy,imperfect,Easy,11,11,16,maze_2659_path.npy,train
925,maze_925.npy,perfect,Medium,21,21,68,maze_925_path.npy,train
2367,maze_2367.npy,imperfect,Easy,11,11,34,maze_2367_path.npy,train
547,maze_547.npy,perfect,Easy,11,11,20,maze_547_path.npy,train
2732,maze_2732.npy,imperfect,Medium,21,21,78,maze_2732_path.npy,train
2891,maze_2891.npy,imperfect,Medium,21,21,40,maze_2891_path.npy,train
1918,maze_1918.npy,perfect,Hard,31,31,176,maze_1918_path.npy,train
2096,maze_2096.npy,imperfect,Easy,11,11,38,maze_2096_path.npy,train
611,maze_611.npy,perfect,Easy,11,11,36,maze_611_path.npy,train
2760,maze_2760.npy,imperfect,Medium,21,21,50,maze_2760_path.npy,train
3659,maze_3659.npy,imperfect,Hard,31,31,76,maze_3659_path.npy,train
1503,maze_1503.npy,perfect,Hard,31,31,220,maze_1503_path.npy,train
2708,maze_2708.npy,imperfect,Medium,21,21,50,maze_2708_path.npy,train
742,maze_742.npy,perfect,Medium,21,21,128,maze_742_path.npy,train
637,maze_637.npy,perfect,Easy,11,11,36,maze_637_path.npy,train
3794,maze_3794.npy,imperfect,Hard,31,31,98,maze_3794_path.npy,train
2011,maze_2011.npy,imperfect,Easy,11,11,24,maze_2011_path.npy,train
1864,maze_1864.npy,perfect,Hard,31,31,144,maze_1864_path.npy,train
1097,maze_1097.npy,perfect,Medium,21,21,152,maze_1097_path.npy,train
3751,maze_3751.npy,imperfect,Hard,31,31,140,maze_3751_path.npy,train
48,maze_48.npy,perfect,Easy,11,11,24,maze_48_path.npy,train
1850,maze_1850.npy,perfect,Hard,31,31,156,maze_1850_path.npy,train
921,maze_921.npy,perfect,Medium,21,21,52,maze_921_path.npy,train
3560,maze_3560.npy,imperfect,Hard,31,31,130,maze_3560_path.npy,train
756,maze_756.npy,perfect,Medium,21,21,84,maze_756_path.npy,train
2091,maze_2091.npy,imperfect,Easy,11,11,32,maze_2091_path.npy,train
2364,maze_2364.npy,imperfect,Easy,11,11,40,maze_2364_path.npy,train
2884,maze_2884.npy,imperfect,Medium,21,21,64,maze_2884_path.npy,train
2299,maze_2299.npy,imperfect,Easy,11,11,16,maze_2299_path.npy,train
2260,maze_2260.npy,imperfect,Easy,11,11,16,maze_2260_path.npy,train
2769,maze_2769.npy,imperfect,Medium,21,21,44,maze_2769_path.npy,train
3169,maze_3169.npy,imperfect,Medium,21,21,110,maze_3169_path.npy,train
2803,maze_2803.npy,imperfect,Medium,21,21,50,maze_2803_path.npy,train
1228,maze_1228.npy,perfect,Medium,21,21,64,maze_1228_path.npy,train
3968,maze_3968.npy,imperfect,Hard,31,31,100,maze_3968_path.npy,train
2531,maze_2531.npy,imperfect,Easy,11,11,16,maze_2531_path.npy,train
1281,maze_1281.npy,perfect,Medium,21,21,56,maze_1281_path.npy,train
3731,maze_3731.npy,imperfect,Hard,31,31,94,maze_3731_path.npy,train
2123,maze_2123.npy,imperfect,Easy,11,11,24,maze_2123_path.npy,train
1070,maze_1070.npy,perfect,Medium,21,21,80,maze_1070_path.npy,train
3679,maze_3679.npy,imperfect,Hard,31,31,94,maze_3679_path.npy,train
1947,maze_1947.npy,perfect,Hard,31,31,136,maze_1947_path.npy,train
2439,maze_2439.npy,imperfect,Easy,11,11,20,maze_2439_path.npy,train
3601,maze_3601.npy,imperfect,Hard,31,31,90,maze_3601_path.npy,train
3240,maze_3240.npy,imperfect,Medium,21,21,40,maze_3240_path.npy,train
2029,maze_2029.npy,imperfect,Easy,11,11,16,maze_2029_path.npy,train
3211,maze_3211.npy,imperfect,Medium,21,21,52,maze_3211_path.npy,train
3084,maze_3084.npy,imperfect,Medium,21,21,38,maze_3084_path.npy,train
2226,maze_2226.npy,imperfect,Easy,11,11,40,maze_2226_path.npy,train
2259,maze_2259.npy,imperfect,Easy,11,11,36,maze_2259_path.npy,train
2607,maze_2607.npy,imperfect,Easy,11,11,22,maze_2607_path.npy,train
2348,maze_2348.npy,imperfect,Easy,11,11,16,maze_2348_path.npy,train
3883,maze_3883.npy,imperfect,Hard,31,31,76,maze_3883_path.npy,train
1322,maze_1322.npy,perfect,Medium,21,21,84,maze_1322_path.npy,train
3132,maze_3132.npy,imperfect,Medium,21,21,56,maze_3132_path.npy,train
2374,maze_2374.npy,imperfect,Easy,11,11,24,maze_2374_path.npy,train
1237,maze_1237.npy,perfect,Medium,21,21,96,maze_1237_path.npy,train
867,maze_867.npy,perfect,Medium,21,21,68,maze_867_path.npy,train
926,maze_926.npy,perfect,Medium,21,21,88,maze_926_path.npy,train
2622,maze_2622.npy,imperfect,Easy,11,11,32,maze_2622_path.npy,train
997,maze_997.npy,perfect,Medium,21,21,84,maze_997_path.npy,train
3725,maze_3725.npy,imperfect,Hard,31,31,168,maze_3725_path.npy,train
1894,maze_1894.npy,perfect,Hard,31,31,192,maze_1894_path.npy,train
1132,maze_1132.npy,perfect,Medium,21,21,100,maze_1132_path.npy,train
1336,maze_1336.npy,perfect,Hard,31,31,296,maze_1336_path.npy,train
2570,maze_2570.npy,imperfect,Easy,11,11,24,maze_2570_path.npy,train
210,maze_210.npy,perfect,Easy,11,11,24,maze_210_path.npy,train
1744,maze_1744.npy,perfect,Hard,31,31,156,maze_1744_path.npy,train
59,maze_59.npy,perfect,Easy,11,11,28,maze_59_path.npy,train
1999,maze_1999.npy,imperfect,Easy,11,11,16,maze_1999_path.npy,train
2632,maze_2632.npy,imperfect,Easy,11,11,16,maze_2632_path.npy,train
3899,maze_3899.npy,imperfect,Hard,31,31,108,maze_3899_path.npy,train
2417,maze_2417.npy,imperfect,Easy,11,11,24,maze_2417_path.npy,train
765,maze_765.npy,perfect,Medium,21,21,136,maze_765_path.npy,train
3626,maze_3626.npy,imperfect,Hard,31,31,104,maze_3626_path.npy,train
1213,maze_1213.npy,perfect,Medium,21,21,112,maze_1213_path.npy,train
1078,maze_1078.npy,perfect,Medium,21,21,72,maze_1078_path.npy,train
2666,maze_2666.npy,imperfect,Medium,21,21,50,maze_2666_path.npy,train
1491,maze_1491.npy,perfect,Hard,31,31,128,maze_1491_path.npy,train
2513,maze_2513.npy,imperfect,Easy,11,11,16,maze_2513_path.npy,train
3469,maze_3469.npy,imperfect,Hard,31,31,92,maze_3469_path.npy,train
582,maze_582.npy,perfect,Easy,11,11,32,maze_582_path.npy,train
1891,maze_1891.npy,perfect,Hard,31,31,192,maze_1891_path.npy,train
1736,maze_1736.npy,perfect,Hard,31,31,156,maze_1736_path.npy,train
2918,maze_2918.npy,imperfect,Medium,21,21,80,maze_2918_path.npy,train
940,maze_940.npy,perfect,Medium,21,21,64,maze_940_path.npy,train
1080,maze_1080.npy,perfect,Medium,21,21,124,maze_1080_path.npy,train
187,maze_187.npy,perfect,Easy,11,11,20,maze_187_path.npy,train
1805,maze_1805.npy,perfect,Hard,31,31,108,maze_1805_path.npy,train
2555,maze_2555.npy,imperfect,Easy,11,11,16,maze_2555_path.npy,train
2715,maze_2715.npy,imperfect,Medium,21,21,52,maze_2715_path.npy,train
1411,maze_1411.npy,perfect,Hard,31,31,128,maze_1411_path.npy,train
3815,maze_3815.npy,imperfect,Hard,31,31,102,maze_3815_path.npy,train
1490,maze_1490.npy,perfect,Hard,31,31,180,maze_1490_path.npy,train
1694,maze_1694.npy,perfect,Hard,31,31,88,maze_1694_path.npy,train
226,maze_226.npy,perfect,Easy,11,11,24,maze_226_path.npy,train
1862,maze_1862.npy,perfect,Hard,31,31,120,maze_1862_path.npy,train
535,maze_535.npy,perfect,Easy,11,11,36,maze_535_path.npy,train
1537,maze_1537.npy,perfect,Hard,31,31,84,maze_1537_path.npy,train
3213,maze_3213.npy,imperfect,Medium,21,21,74,maze_3213_path.npy,train
3709,maze_3709.npy,imperfect,Hard,31,31,88,maze_3709_path.npy,train
697,maze_697.npy,perfect,Medium,21,21,120,maze_697_path.npy,train
3496,maze_3496.npy,imperfect,Hard,31,31,104,maze_3496_path.npy,train
1829,maze_1829.npy,perfect,Hard,31,31,176,maze_1829_path.npy,train
3390,maze_3390.npy,imperfect,Hard,31,31,156,maze_3390_path.npy,train
3622,maze_3622.npy,imperfect,Hard,31,31,76,maze_3622_path.npy,train
1953,maze_1953.npy,perfect,Hard,31,31,240,maze_1953_path.npy,train
1037,maze_1037.npy,perfect,Medium,21,21,76,maze_1037_path.npy,train
208,maze_208.npy,perfect,Easy,11,11,24,maze_208_path.npy,train
1902,maze_1902.npy,perfect,Hard,31,31,260,maze_1902_path.npy,train
565,maze_565.npy,perfect,Easy,11,11,28,maze_565_path.npy,train
313,maze_313.npy,perfect,Easy,11,11,24,maze_313_path.npy,train
601,maze_601.npy,perfect,Easy,11,11,40,maze_601_path.npy,train
233,maze_233.npy,perfect,Easy,11,11,20,maze_233_path.npy,train
1268,maze_1268.npy,perfect,Medium,21,21,56,maze_1268_path.npy,train
931,maze_931.npy,perfect,Medium,21,21,44,maze_931_path.npy,train
3218,maze_3218.npy,imperfect,Medium,21,21,60,maze_3218_path.npy,train
3045,maze_3045.npy,imperfect,Medium,21,21,44,maze_3045_path.npy,train
111,maze_111.npy,perfect,Easy,11,11,32,maze_111_path.npy,train
2347,maze_2347.npy,imperfect,Easy,11,11,20,maze_2347_path.npy,train
1089,maze_1089.npy,perfect,Medium,21,21,108,maze_1089_path.npy,train
2740,maze_2740.npy,imperfect,Medium,21,21,66,maze_2740_path.npy,train
2024,maze_2024.npy,imperfect,Easy,11,11,20,maze_2024_path.npy,train
1263,maze_1263.npy,perfect,Medium,21,21,136,maze_1263_path.npy,train
3664,maze_3664.npy,imperfect,Hard,31,31,62,maze_3664_path.npy,train
472,maze_472.npy,perfect,Easy,11,11,28,maze_472_path.npy,train
2095,maze_2095.npy,imperfect,Easy,11,11,16,maze_2095_path.npy,train
2153,maze_2153.npy,imperfect,Easy,11,11,22,maze_2153_path.npy,train
1345,maze_1345.npy,perfect,Hard,31,31,320,maze_1345_path.npy,train
3971,maze_3971.npy,imperfect,Hard,31,31,112,maze_3971_path.npy,train
3429,maze_3429.npy,imperfect,Hard,31,31,70,maze_3429_path.npy,train
3253,maze_3253.npy,imperfect,Medium,21,21,42,maze_3253_path.npy,train
361,maze_361.npy,perfect,Easy,11,11,20,maze_361_path.npy,train
135,maze_135.npy,perfect,Easy,11,11,32,maze_135_path.npy,train
1134,maze_1134.npy,perfect,Medium,21,21,104,maze_1134_path.npy,train
1151,maze_1151.npy,perfect,Medium,21,21,96,maze_1151_path.npy,train
2466,maze_2466.npy,imperfect,Easy,11,11,16,maze_2466_path.npy,train
1053,maze_1053.npy,perfect,Medium,21,21,72,maze_1053_path.npy,train
3785,maze_3785.npy,imperfect,Hard,31,31,100,maze_3785_path.npy,train
22,maze_22.npy,perfect,Easy,11,11,20,maze_22_path.npy,train
3667,maze_3667.npy,imperfect,Hard,31,31,92,maze_3667_path.npy,train
1966,maze_1966.npy,perfect,Hard,31,31,100,maze_1966_path.npy,train
2825,maze_2825.npy,imperfect,Medium,21,21,48,maze_2825_path.npy,train
695,maze_695.npy,perfect,Medium,21,21,76,maze_695_path.npy,train
420,maze_420.npy,perfect,Easy,11,11,40,maze_420_path.npy,train
2241,maze_2241.npy,imperfect,Easy,11,11,24,maze_2241_path.npy,train
460,maze_460.npy,perfect,Easy,11,11,20,maze_460_path.npy,train
1067,maze_1067.npy,perfect,Medium,21,21,68,maze_1067_path.npy,train
87,maze_87.npy,perfect,Easy,11,11,20,maze_87_path.npy,train
282,maze_282.npy,perfect,Easy,11,11,16,maze_282_path.npy,train
2689,maze_2689.npy,imperfect,Medium,21,21,52,maze_2689_path.npy,train
1309,maze_1309.npy,perfect,Medium,21,21,72,maze_1309_path.npy,train
1431,maze_1431.npy,perfect,Hard,31,31,276,maze_1431_path.npy,train
3790,maze_3790.npy,imperfect,Hard,31,31,68,maze_3790_path.npy,train
2422,maze_2422.npy,imperfect,Easy,11,11,16,maze_2422_path.npy,train
859,maze_859.npy,perfect,Medium,21,21,52,maze_859_path.npy,train
533,maze_533.npy,perfect,Easy,11,11,16,maze_533_path.npy,train
3245,maze_3245.npy,imperfect,Medium,21,21,42,maze_3245_path.npy,train
1593,maze_1593.npy,perfect,Hard,31,31,88,maze_1593_path.npy,train
1480,maze_1480.npy,perfect,Hard,31,31,136,maze_1480_path.npy,train
3116,maze_3116.npy,imperfect,Medium,21,21,52,maze_3116_path.npy,train
3166,maze_3166.npy,imperfect,Medium,21,21,80,maze_3166_path.npy,train
2798,maze_2798.npy,imperfect,Medium,21,21,70,maze_2798_path.npy,train
2880,maze_2880.npy,imperfect,Medium,21,21,68,maze_2880_path.npy,train
3934,maze_3934.npy,imperfect,Hard,31,31,96,maze_3934_path.npy,train
1502,maze_1502.npy,perfect,Hard,31,31,220,maze_1502_path.npy,train
2323,maze_2323.npy,imperfect,Easy,11,11,20,maze_2323_path.npy,train
2990,maze_2990.npy,imperfect,Medium,21,21,54,maze_2990_path.npy,train
3904,maze_3904.npy,imperfect,Hard,31,31,98,maze_3904_path.npy,train
1298,maze_1298.npy,perfect,Medium,21,21,80,maze_1298_path.npy,train
942,maze_942.npy,perfect,Medium,21,21,64,maze_942_path.npy,train
2249,maze_2249.npy,imperfect,Easy,11,11,16,maze_2249_path.npy,train
3839,maze_3839.npy,imperfect,Hard,31,31,84,maze_3839_path.npy,train
1393,maze_1393.npy,perfect,Hard,31,31,304,maze_1393_path.npy,train
2213,maze_2213.npy,imperfect,Easy,11,11,16,maze_2213_path.npy,train
2244,maze_2244.npy,imperfect,Easy,11,11,20,maze_2244_path.npy,train
121,maze_121.npy,perfect,Easy,11,11,44,maze_121_path.npy,train
887,maze_887.npy,perfect,Medium,21,21,72,maze_887_path.npy,train
3515,maze_3515.npy,imperfect,Hard,31,31,86,maze_3515_path.npy,train
685,maze_685.npy,perfect,Medium,21,21,80,maze_685_path.npy,train
1601,maze_1601.npy,perfect,Hard,31,31,124,maze_1601_path.npy,train
413,maze_413.npy,perfect,Easy,11,11,36,maze_413_path.npy,train
789,maze_789.npy,perfect,Medium,21,21,100,maze_789_path.npy,train
3148,maze_3148.npy,imperfect,Medium,21,21,46,maze_3148_path.npy,train
1426,maze_1426.npy,perfect,Hard,31,31,140,maze_1426_path.npy,train
3066,maze_3066.npy,imperfect,Medium,21,21,56,maze_3066_path.npy,train
3063,maze_3063.npy,imperfect,Medium,21,21,48,maze_3063_path.npy,train
1835,maze_1835.npy,perfect,Hard,31,31,152,maze_1835_path.npy,train
2828,maze_2828.npy,imperfect,Medium,21,21,44,maze_2828_path.npy,train
272,maze_272.npy,perfect,Easy,11,11,40,maze_272_path.npy,train
1786,maze_1786.npy,perfect,Hard,31,31,236,maze_1786_path.npy,train
521,maze_521.npy,perfect,Easy,11,11,28,maze_521_path.npy,train
522,maze_522.npy,perfect,Easy,11,11,24,maze_522_path.npy,train
1672,maze_1672.npy,perfect,Hard,31,31,256,maze_1672_path.npy,train
2893,maze_2893.npy,imperfect,Medium,21,21,36,maze_2893_path.npy,train
350,maze_350.npy,perfect,Easy,11,11,20,maze_350_path.npy,train
1614,maze_1614.npy,perfect,Hard,31,31,84,maze_1614_path.npy,train
2730,maze_2730.npy,imperfect,Medium,21,21,36,maze_2730_path.npy,train
3588,maze_3588.npy,imperfect,Hard,31,31,74,maze_3588_path.npy,train
3236,maze_3236.npy,imperfect,Medium,21,21,52,maze_3236_path.npy,train
651,maze_651.npy,perfect,Easy,11,11,32,maze_651_path.npy,train
3224,maze_3224.npy,imperfect,Medium,21,21,58,maze_3224_path.npy,train
3440,maze_3440.npy,imperfect,Hard,31,31,130,maze_3440_path.npy,train
3698,maze_3698.npy,imperfect,Hard,31,31,102,maze_3698_path.npy,train
3208,maze_3208.npy,imperfect,Medium,21,21,80,maze_3208_path.npy,train
2131,maze_2131.npy,imperfect,Easy,11,11,16,maze_2131_path.npy,train
1702,maze_1702.npy,perfect,Hard,31,31,232,maze_1702_path.npy,train
1929,maze_1929.npy,perfect,Hard,31,31,232,maze_1929_path.npy,train
168,maze_168.npy,perfect,Easy,11,11,32,maze_168_path.npy,train
3704,maze_3704.npy,imperfect,Hard,31,31,78,maze_3704_path.npy,train
962,maze_962.npy,perfect,Medium,21,21,140,maze_962_path.npy,train
945,maze_945.npy,perfect,Medium,21,21,148,maze_945_path.npy,train
462,maze_462.npy,perfect,Easy,11,11,28,maze_462_path.npy,train
3948,maze_3948.npy,imperfect,Hard,31,31,84,maze_3948_path.npy,train
328,maze_328.npy,perfect,Easy,11,11,36,maze_328_path.npy,train
1653,maze_1653.npy,perfect,Hard,31,31,168,maze_1653_path.npy,train
2256,maze_2256.npy,imperfect,Easy,11,11,28,maze_2256_path.npy,train
1924,maze_1924.npy,perfect,Hard,31,31,128,maze_1924_path.npy,train
3710,maze_3710.npy,imperfect,Hard,31,31,92,maze_3710_path.npy,train
367,maze_367.npy,perfect,Easy,11,11,32,maze_367_path.npy,train
3449,maze_3449.npy,imperfect,Hard,31,31,80,maze_3449_path.npy,train
3012,maze_3012.npy,imperfect,Medium,21,21,52,maze_3012_path.npy,train
2185,maze_2185.npy,imperfect,Easy,11,11,26,maze_2185_path.npy,train
1738,maze_1738.npy,perfect,Hard,31,31,204,maze_1738_path.npy,train
772,maze_772.npy,perfect,Medium,21,21,96,maze_772_path.npy,train
1284,maze_1284.npy,perfect,Medium,21,21,72,maze_1284_path.npy,train
2534,maze_2534.npy,imperfect,Easy,11,11,16,maze_2534_path.npy,train
3576,maze_3576.npy,imperfect,Hard,31,31,112,maze_3576_path.npy,train
3136,maze_3136.npy,imperfect,Medium,21,21,52,maze_3136_path.npy,train
498,maze_498.npy,perfect,Easy,11,11,24,maze_498_path.npy,train
1234,maze_1234.npy,perfect,Medium,21,21,72,maze_1234_path.npy,train
2451,maze_2451.npy,imperfect,Easy,11,11,16,maze_2451_path.npy,train
435,maze_435.npy,perfect,Easy,11,11,32,maze_435_path.npy,train
1251,maze_1251.npy,perfect,Medium,21,21,104,maze_1251_path.npy,train
365,maze_365.npy,perfect,Easy,11,11,16,maze_365_path.npy,train
1362,maze_1362.npy,perfect,Hard,31,31,124,maze_1362_path.npy,train
276,maze_276.npy,perfect,Easy,11,11,36,maze_276_path.npy,train
2637,maze_2637.npy,imperfect,Easy,11,11,16,maze_2637_path.npy,train
2420,maze_2420.npy,imperfect,Easy,11,11,32,maze_2420_path.npy,train
1689,maze_1689.npy,perfect,Hard,31,31,268,maze_1689_path.npy,train
407,maze_407.npy,perfect,Easy,11,11,28,maze_407_path.npy,train
2847,maze_2847.npy,imperfect,Medium,21,21,46,maze_2847_path.npy,train
1344,maze_1344.npy,perfect,Hard,31,31,152,maze_1344_path.npy,train
3077,maze_3077.npy,imperfect,Medium,21,21,78,maze_3077_path.npy,train
844,maze_844.npy,perfect,Medium,21,21,52,maze_844_path.npy,train
2920,maze_2920.npy,imperfect,Medium,21,21,38,maze_2920_path.npy,train
3481,maze_3481.npy,imperfect,Hard,31,31,76,maze_3481_path.npy,train
86,maze_86.npy,perfect,Easy,11,11,16,maze_86_path.npy,train
1539,maze_1539.npy,perfect,Hard,31,31,168,maze_1539_path.npy,train
3490,maze_3490.npy,imperfect,Hard,31,31,72,maze_3490_path.npy,train
1872,maze_1872.npy,perfect,Hard,31,31,140,maze_1872_path.npy,train
1487,maze_1487.npy,perfect,Hard,31,31,220,maze_1487_path.npy,train
1474,maze_1474.npy,perfect,Hard,31,31,116,maze_1474_path.npy,train
855,maze_855.npy,perfect,Medium,21,21,48,maze_855_path.npy,train
1618,maze_1618.npy,perfect,Hard,31,31,200,maze_1618_path.npy,train
78,maze_78.npy,perfect,Easy,11,11,40,maze_78_path.npy,train
944,maze_944.npy,perfect,Medium,21,21,132,maze_944_path.npy,train
199,maze_199.npy,perfect,Easy,11,11,20,maze_199_path.npy,train
2973,maze_2973.npy,imperfect,Medium,21,21,56,maze_2973_path.npy,train
1612,maze_1612.npy,perfect,Hard,31,31,84,maze_1612_path.npy,train
801,maze_801.npy,perfect,Medium,21,21,68,maze_801_path.npy,train
2403,maze_2403.npy,imperfect,Easy,11,11,16,maze_2403_path.npy,train
1767,maze_1767.npy,perfect,Hard,31,31,220,maze_1767_path.npy,train
1979,maze_1979.npy,perfect,Hard,31,31,208,maze_1979_path.npy,train
1764,maze_1764.npy,perfect,Hard,31,31,104,maze_1764_path.npy,train
231,maze_231.npy,perfect,Easy,11,11,20,maze_231_path.npy,train
1402,maze_1402.npy,perfect,Hard,31,31,88,maze_1402_path.npy,train
3206,maze_3206.npy,imperfect,Medium,21,21,48,maze_3206_path.npy,train
2736,maze_2736.npy,imperfect,Medium,21,21,50,maze_2736_path.npy,train
2222,maze_2222.npy,imperfect,Easy,11,11,16,maze_2222_path.npy,train
2245,maze_2245.npy,imperfect,Easy,11,11,16,maze_2245_path.npy,train
3400,maze_3400.npy,imperfect,Hard,31,31,80,maze_3400_path.npy,train
1904,maze_1904.npy,perfect,Hard,31,31,164,maze_1904_path.npy,train
1623,maze_1623.npy,perfect,Hard,31,31,252,maze_1623_path.npy,train
3813,maze_3813.npy,imperfect,Hard,31,31,72,maze_3813_path.npy,train
1143,maze_1143.npy,perfect,Medium,21,21,56,maze_1143_path.npy,train
3557,maze_3557.npy,imperfect,Hard,31,31,80,maze_3557_path.npy,train
191,maze_191.npy,perfect,Easy,11,11,20,maze_191_path.npy,train
